Repository,Created_on,File_Name,File_Path,File_URL,Raw_URL
opensafely/disparities-comparison,2024-02-01T15:50:22Z,codelists.py,analysis/codelists.py,https://github.com/opensafely/disparities-comparison/blob/81ef5e65825759ea813fbfcb43c113a5f1793d93/analysis/codelists.py,https://raw.githubusercontent.com/opensafely/disparities-comparison/81ef5e65825759ea813fbfcb43c113a5f1793d93/analysis/codelists.py
opensafely/metformin_covid,2024-09-25T17:11:10Z,dataset_definition_t2dm.py,analysis/dataset_definition_t2dm.py,https://github.com/opensafely/metformin_covid/blob/67d3afdcc15e601e5b3d8d6083a5f6aadf9d9b09/analysis/dataset_definition_t2dm.py,https://raw.githubusercontent.com/opensafely/metformin_covid/67d3afdcc15e601e5b3d8d6083a5f6aadf9d9b09/analysis/dataset_definition_t2dm.py
opensafely/winter-pressures,2022-11-17T09:29:46Z,dataset_definition.py,analysis/appointments/dataset_definition.py,https://github.com/opensafely/winter-pressures/blob/cf66ad0b42b29e6db0bdf20154b6a7cd078f184d/analysis/appointments/dataset_definition.py,https://raw.githubusercontent.com/opensafely/winter-pressures/cf66ad0b42b29e6db0bdf20154b6a7cd078f184d/analysis/appointments/dataset_definition.py
opensafely/inflammatory_rheum,2025-05-16T15:06:21Z,dataset_definition_incidence_measures.py,analysis/dataset_definition_incidence_measures.py,https://github.com/opensafely/inflammatory_rheum/blob/a1d541f336f238b383aa38b63ff189c4976ec47f/analysis/dataset_definition_incidence_measures.py,https://raw.githubusercontent.com/opensafely/inflammatory_rheum/a1d541f336f238b383aa38b63ff189c4976ec47f/analysis/dataset_definition_incidence_measures.py
opensafely/inflammatory_rheum,2025-05-16T15:06:21Z,dataset_definition_incidence.py,analysis/dataset_definition_incidence.py,https://github.com/opensafely/inflammatory_rheum/blob/a1d541f336f238b383aa38b63ff189c4976ec47f/analysis/dataset_definition_incidence.py,https://raw.githubusercontent.com/opensafely/inflammatory_rheum/a1d541f336f238b383aa38b63ff189c4976ec47f/analysis/dataset_definition_incidence.py
opensafely/disparities-comparison,2024-02-01T15:50:22Z,dataset_definition_mothers.py,analysis/dataset_definition_mothers.py,https://github.com/opensafely/disparities-comparison/blob/81ef5e65825759ea813fbfcb43c113a5f1793d93/analysis/dataset_definition_mothers.py,https://raw.githubusercontent.com/opensafely/disparities-comparison/81ef5e65825759ea813fbfcb43c113a5f1793d93/analysis/dataset_definition_mothers.py
opensafely/airmid-data-development,2023-05-18T12:44:53Z,dataset_definition.py,analysis/model_data_structure/dataset_definition.py,https://github.com/opensafely/airmid-data-development/blob/5b29a5360353edb1b1a431bd2d1398c9b4ea47e9/analysis/model_data_structure/dataset_definition.py,https://raw.githubusercontent.com/opensafely/airmid-data-development/5b29a5360353edb1b1a431bd2d1398c9b4ea47e9/analysis/model_data_structure/dataset_definition.py
opensafely/post-covid-neurodegenerative,2022-05-13T08:17:49Z,dataset_definition_rsd_unvax.py,analysis/dataset_definition_rsd/dataset_definition_rsd_unvax.py,https://github.com/opensafely/post-covid-neurodegenerative/blob/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition_rsd/dataset_definition_rsd_unvax.py,https://raw.githubusercontent.com/opensafely/post-covid-neurodegenerative/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition_rsd/dataset_definition_rsd_unvax.py
opensafely/qof-diabetes,2022-12-05T16:43:20Z,dataset_definition_dm020.py,analysis/dataset_definition_dm020.py,https://github.com/opensafely/qof-diabetes/blob/c2293619c2971493b11dfdc3e47c5978ffb44b4f/analysis/dataset_definition_dm020.py,https://raw.githubusercontent.com/opensafely/qof-diabetes/c2293619c2971493b11dfdc3e47c5978ffb44b4f/analysis/dataset_definition_dm020.py
opensafely/ckd-healthcare-use,2022-11-29T15:55:13Z,costs_2017.py,analysis/costs_2017.py,https://github.com/opensafely/ckd-healthcare-use/blob/3f49d610b1077997caefdeb5d252153beb39cb31/analysis/costs_2017.py,https://raw.githubusercontent.com/opensafely/ckd-healthcare-use/3f49d610b1077997caefdeb5d252153beb39cb31/analysis/costs_2017.py
opensafely/post-covid-neurodegenerative,2022-05-13T08:17:49Z,dataset_definition_cohorts.py,analysis/dataset_definition/dataset_definition_cohorts.py,https://github.com/opensafely/post-covid-neurodegenerative/blob/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition/dataset_definition_cohorts.py,https://raw.githubusercontent.com/opensafely/post-covid-neurodegenerative/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition/dataset_definition_cohorts.py
opensafely/post-covid-renal,2023-05-02T12:47:56Z,variables_cohorts.py,analysis/dataset_definition/variables_cohorts.py,https://github.com/opensafely/post-covid-renal/blob/2c638718c6868554ed4d7c2ad2bcd3f631ff3f7b/analysis/dataset_definition/variables_cohorts.py,https://raw.githubusercontent.com/opensafely/post-covid-renal/2c638718c6868554ed4d7c2ad2bcd3f631ff3f7b/analysis/dataset_definition/variables_cohorts.py
opensafely/opioids-covid-research,2022-07-22T12:47:21Z,measures_demo_new.py,analysis/measures_demo_new.py,https://github.com/opensafely/opioids-covid-research/blob/0e45b0d3cfc0a4ccb418fd9ce63ffdf79ca41a99/analysis/measures_demo_new.py,https://raw.githubusercontent.com/opensafely/opioids-covid-research/0e45b0d3cfc0a4ccb418fd9ce63ffdf79ca41a99/analysis/measures_demo_new.py
opensafely/openprompt-hrqol,2023-05-03T08:13:23Z,dataset_definition_openprompt.py,analysis/dataset_definition_openprompt.py,https://github.com/opensafely/openprompt-hrqol/blob/71f904943e31bb620716e37699b8026f434de2a0/analysis/dataset_definition_openprompt.py,https://raw.githubusercontent.com/opensafely/openprompt-hrqol/71f904943e31bb620716e37699b8026f434de2a0/analysis/dataset_definition_openprompt.py
opensafely/ADHD-Pre-and-Post-Covid,2024-06-20T14:23:14Z,measures_definition.py,analysis/measures_definition.py,https://github.com/opensafely/ADHD-Pre-and-Post-Covid/blob/f6c30f08a988863e844a7a0150baff237e402c81/analysis/measures_definition.py,https://raw.githubusercontent.com/opensafely/ADHD-Pre-and-Post-Covid/f6c30f08a988863e844a7a0150baff237e402c81/analysis/measures_definition.py
opensafely/post-covid-neurodegenerative,2022-05-13T08:17:49Z,dataset_definition_rsd_cohorts.py,analysis/dataset_definition_rsd/dataset_definition_rsd_cohorts.py,https://github.com/opensafely/post-covid-neurodegenerative/blob/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition_rsd/dataset_definition_rsd_cohorts.py,https://raw.githubusercontent.com/opensafely/post-covid-neurodegenerative/18541cefabb0e8298b5ad2137503adac99f8c707/analysis/dataset_definition_rsd/dataset_definition_rsd_cohorts.py
opensafely/pharmacy-first-data-development,2024-03-01T11:08:50Z,dataset_definition_pf_data_development.py,analysis/dataset_definition_pf_data_development.py,https://github.com/opensafely/pharmacy-first-data-development/blob/8292eaa8743e474c2112a2ce03c0519264ef0271/analysis/dataset_definition_pf_data_development.py,https://raw.githubusercontent.com/opensafely/pharmacy-first-data-development/8292eaa8743e474c2112a2ce03c0519264ef0271/analysis/dataset_definition_pf_data_development.py
opensafely/post-covid-vax-autoimmune,2024-09-30T11:06:19Z,dataset_definition.py,analysis/dataset_definition.py,https://github.com/opensafely/post-covid-vax-autoimmune/blob/5756bdf68a189c6f20c89726f69c9d34d017e040/analysis/dataset_definition.py,https://raw.githubusercontent.com/opensafely/post-covid-vax-autoimmune/5756bdf68a189c6f20c89726f69c9d34d017e040/analysis/dataset_definition.py
opensafely/covid-vaccine-history,2024-10-08T15:30:34Z,dataset_definition_snapshot.py,analysis/1-extract/dataset_definition_snapshot.py,https://github.com/opensafely/covid-vaccine-history/blob/86d9ecf815aacc92c2a4a5ac669cae70974bc767/analysis/1-extract/dataset_definition_snapshot.py,https://raw.githubusercontent.com/opensafely/covid-vaccine-history/86d9ecf815aacc92c2a4a5ac669cae70974bc767/analysis/1-extract/dataset_definition_snapshot.py
opensafely/vaccine-counts,2023-02-06T16:14:11Z,dataset_definition_varying.py,analysis/dataset_definition_varying.py,https://github.com/opensafely/vaccine-counts/blob/ebbb74c95f5589977a9284dd156ad5e4be11e64c/analysis/dataset_definition_varying.py,https://raw.githubusercontent.com/opensafely/vaccine-counts/ebbb74c95f5589977a9284dd156ad5e4be11e64c/analysis/dataset_definition_varying.py
opensafely/dummy-data-workshop,2024-11-19T08:39:46Z,ehrql_dummy_data_london_adults.py,analysis/exercises/ehrql_dummy_data_london_adults.py,https://github.com/opensafely/dummy-data-workshop/blob/1bb88e02c51757c3904b053867394a3fb559e1d2/analysis/exercises/ehrql_dummy_data_london_adults.py,https://raw.githubusercontent.com/opensafely/dummy-data-workshop/1bb88e02c51757c3904b053867394a3fb559e1d2/analysis/exercises/ehrql_dummy_data_london_adults.py
opensafely/pincer-measures,2021-08-06T08:45:07Z,plot_measures.py,analysis/ehrQL/plot_measures.py,https://github.com/opensafely/pincer-measures/blob/2e1589432d5ae2a9ac7d9b3bfecaae7db909776e/analysis/ehrQL/plot_measures.py,https://raw.githubusercontent.com/opensafely/pincer-measures/2e1589432d5ae2a9ac7d9b3bfecaae7db909776e/analysis/ehrQL/plot_measures.py
opensafely/openprompt_health_utilisation,2022-07-13T14:41:22Z,hx_covariates.py,analysis/hx_covariates.py,https://github.com/opensafely/openprompt_health_utilisation/blob/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/hx_covariates.py,https://raw.githubusercontent.com/opensafely/openprompt_health_utilisation/1051dd9b84071aab6a6353d4801d8e6c17f3af63/analysis/hx_covariates.py
opensafely/SRO-Measures,2021-02-15T11:02:16Z,dataset_definition.py,analysis/dataset_definition.py,https://github.com/opensafely/SRO-Measures/blob/fd91afc549caa932c8b6f6bef548212fd7bc55bc/analysis/dataset_definition.py,https://raw.githubusercontent.com/opensafely/SRO-Measures/fd91afc549caa932c8b6f6bef548212fd7bc55bc/analysis/dataset_definition.py
opensafely/shielding-evaluation,2023-04-03T16:43:42Z,databuilder_definition.py,analysis/databuilder_definition.py,https://github.com/opensafely/shielding-evaluation/blob/9a027b9949f29ad9fcbef1e74570c7a9f5269a24/analysis/databuilder_definition.py,https://raw.githubusercontent.com/opensafely/shielding-evaluation/9a027b9949f29ad9fcbef1e74570c7a9f5269a24/analysis/databuilder_definition.py
opensafely/JAKi-hosp,2024-12-19T10:11:01Z,dataset_definition.py,analysis/dataset_definition.py,https://github.com/opensafely/JAKi-hosp/blob/c99cabb85bf38b102902339f44d0534f1c40535d/analysis/dataset_definition.py,https://raw.githubusercontent.com/opensafely/JAKi-hosp/c99cabb85bf38b102902339f44d0534f1c40535d/analysis/dataset_definition.py
opensafely/ADHD-Pre-and-Post-Covid,2024-06-20T14:23:14Z,Table_2_Prevalence_of_ADHD_Remission.py,analysis/Table_2_Prevalence_of_ADHD_Remission.py,https://github.com/opensafely/ADHD-Pre-and-Post-Covid/blob/f6c30f08a988863e844a7a0150baff237e402c81/analysis/Table_2_Prevalence_of_ADHD_Remission.py,https://raw.githubusercontent.com/opensafely/ADHD-Pre-and-Post-Covid/f6c30f08a988863e844a7a0150baff237e402c81/analysis/Table_2_Prevalence_of_ADHD_Remission.py
opensafely/qof,2024-07-24T11:48:17Z,dm_reg_dataset_viveck.py,analysis/dm_reg_dataset_viveck.py,https://github.com/opensafely/qof/blob/31598bb54fddfb644f9093615154e918c80a8a63/analysis/dm_reg_dataset_viveck.py,https://raw.githubusercontent.com/opensafely/qof/31598bb54fddfb644f9093615154e918c80a8a63/analysis/dm_reg_dataset_viveck.py
opensafely/openprompt-cohort-profile,2023-09-08T11:24:36Z,scrape_data_response_dates.py,analysis/scrape_data_response_dates.py,https://github.com/opensafely/openprompt-cohort-profile/blob/90d44ee26d30cd6c20b040721149719623c787be/analysis/scrape_data_response_dates.py,https://raw.githubusercontent.com/opensafely/openprompt-cohort-profile/90d44ee26d30cd6c20b040721149719623c787be/analysis/scrape_data_response_dates.py
opensafely/qof,2024-07-24T11:48:17Z,dep_reg_measures_jaidip.py,analysis/dep_reg_measures_jaidip.py,https://github.com/opensafely/qof/blob/31598bb54fddfb644f9093615154e918c80a8a63/analysis/dep_reg_measures_jaidip.py,https://raw.githubusercontent.com/opensafely/qof/31598bb54fddfb644f9093615154e918c80a8a63/analysis/dep_reg_measures_jaidip.py
opensafely/asthma_sro,2022-02-07T12:00:24Z,ehrql_dataset_definition.py,analysis/ehrQL_code/ehrql_dataset_definition.py,https://github.com/opensafely/asthma_sro/blob/d75f6bef3b9992c2a5ee94efb6feb4e98b1a11c2/analysis/ehrQL_code/ehrql_dataset_definition.py,https://raw.githubusercontent.com/opensafely/asthma_sro/d75f6bef3b9992c2a5ee94efb6feb4e98b1a11c2/analysis/ehrQL_code/ehrql_dataset_definition.py
opensafely/opioids-data-curation,2024-04-19T09:24:34Z,dataset_definition.py,analysis/dataset_definition.py,https://github.com/opensafely/opioids-data-curation/blob/7078e61ca8962ffcac8073f24786c063cb9e9ae6/analysis/dataset_definition.py,https://raw.githubusercontent.com/opensafely/opioids-data-curation/7078e61ca8962ffcac8073f24786c063cb9e9ae6/analysis/dataset_definition.py
opensafely/curation-variables-library,2024-01-02T21:20:56Z,dataset_definition.py,analysis/dataset_definition.py,https://github.com/opensafely/curation-variables-library/blob/fddc6fb3479afa9ebcabf5badb6105d9ba4313bf/analysis/dataset_definition.py,https://raw.githubusercontent.com/opensafely/curation-variables-library/fddc6fb3479afa9ebcabf5badb6105d9ba4313bf/analysis/dataset_definition.py
opensafely/statins-covid,2025-06-23T11:08:48Z,dataset_definition.py,analysis/dataset_definition.py,https://github.com/opensafely/statins-covid/blob/6745d7584b719ed832ec9790952e06fbbf0fac69/analysis/dataset_definition.py,https://raw.githubusercontent.com/opensafely/statins-covid/6745d7584b719ed832ec9790952e06fbbf0fac69/analysis/dataset_definition.py
opensafely/reduce-hf,2025-05-29T11:16:55Z,dataset_definition.py,analysis/dataset_definition.py,https://github.com/opensafely/reduce-hf/blob/df670d1346b6e5b010fbb16037d3fd7567860c27/analysis/dataset_definition.py,https://raw.githubusercontent.com/opensafely/reduce-hf/df670d1346b6e5b010fbb16037d3fd7567860c27/analysis/dataset_definition.py
opensafely/post-covid-cvd-methods,2023-10-10T13:36:55Z,dataset_definition_prevax.py,analysis/dataset_definition/dataset_definition_prevax.py,https://github.com/opensafely/post-covid-cvd-methods/blob/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/dataset_definition_prevax.py,https://raw.githubusercontent.com/opensafely/post-covid-cvd-methods/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/dataset_definition_prevax.py
opensafely/post-covid-respiratory,2022-07-05T15:54:02Z,dataset_definition_prevax.py,analysis/dataset_definition/dataset_definition_prevax.py,https://github.com/opensafely/post-covid-respiratory/blob/41008a3e427c031c104778619041813876770545/analysis/dataset_definition/dataset_definition_prevax.py,https://raw.githubusercontent.com/opensafely/post-covid-respiratory/41008a3e427c031c104778619041813876770545/analysis/dataset_definition/dataset_definition_prevax.py
opensafely/post-covid-cvd-methods,2023-10-10T13:36:55Z,variables_dates.py,analysis/dataset_definition/variables_dates.py,https://github.com/opensafely/post-covid-cvd-methods/blob/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/variables_dates.py,https://raw.githubusercontent.com/opensafely/post-covid-cvd-methods/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/variables_dates.py
opensafely/post-covid-respiratory,2022-07-05T15:54:02Z,variables_dates.py,analysis/dataset_definition/variables_dates.py,https://github.com/opensafely/post-covid-respiratory/blob/41008a3e427c031c104778619041813876770545/analysis/dataset_definition/variables_dates.py,https://raw.githubusercontent.com/opensafely/post-covid-respiratory/41008a3e427c031c104778619041813876770545/analysis/dataset_definition/variables_dates.py
opensafely/post-covid-cvd-methods,2023-10-10T13:36:55Z,variable_helper_functions.py,analysis/dataset_definition/variable_helper_functions.py,https://github.com/opensafely/post-covid-cvd-methods/blob/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/variable_helper_functions.py,https://raw.githubusercontent.com/opensafely/post-covid-cvd-methods/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/variable_helper_functions.py
opensafely/post-covid-respiratory,2022-07-05T15:54:02Z,variable_helper_functions.py,analysis/dataset_definition/variable_helper_functions.py,https://github.com/opensafely/post-covid-respiratory/blob/41008a3e427c031c104778619041813876770545/analysis/dataset_definition/variable_helper_functions.py,https://raw.githubusercontent.com/opensafely/post-covid-respiratory/41008a3e427c031c104778619041813876770545/analysis/dataset_definition/variable_helper_functions.py
opensafely/post-covid-respiratory,2022-07-05T15:54:02Z,dataset_definition_unvax.py,analysis/dataset_definition/dataset_definition_unvax.py,https://github.com/opensafely/post-covid-respiratory/blob/41008a3e427c031c104778619041813876770545/analysis/dataset_definition/dataset_definition_unvax.py,https://raw.githubusercontent.com/opensafely/post-covid-respiratory/41008a3e427c031c104778619041813876770545/analysis/dataset_definition/dataset_definition_unvax.py
opensafely/post-covid-cvd-methods,2023-10-10T13:36:55Z,dataset_definition_dates.py,analysis/dataset_definition/dataset_definition_dates.py,https://github.com/opensafely/post-covid-cvd-methods/blob/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/dataset_definition_dates.py,https://raw.githubusercontent.com/opensafely/post-covid-cvd-methods/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/dataset_definition_dates.py
opensafely/post-covid-respiratory,2022-07-05T15:54:02Z,dataset_definition_dates.py,analysis/dataset_definition/dataset_definition_dates.py,https://github.com/opensafely/post-covid-respiratory/blob/41008a3e427c031c104778619041813876770545/analysis/dataset_definition/dataset_definition_dates.py,https://raw.githubusercontent.com/opensafely/post-covid-respiratory/41008a3e427c031c104778619041813876770545/analysis/dataset_definition/dataset_definition_dates.py
opensafely/post-covid-cvd-methods,2023-10-10T13:36:55Z,dataset_definition_cohorts.py,analysis/dataset_definition/dataset_definition_cohorts.py,https://github.com/opensafely/post-covid-cvd-methods/blob/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/dataset_definition_cohorts.py,https://raw.githubusercontent.com/opensafely/post-covid-cvd-methods/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/dataset_definition_cohorts.py
opensafely/post-covid-respiratory,2022-07-05T15:54:02Z,dataset_definition_cohorts.py,analysis/dataset_definition/dataset_definition_cohorts.py,https://github.com/opensafely/post-covid-respiratory/blob/41008a3e427c031c104778619041813876770545/analysis/dataset_definition/dataset_definition_cohorts.py,https://raw.githubusercontent.com/opensafely/post-covid-respiratory/41008a3e427c031c104778619041813876770545/analysis/dataset_definition/dataset_definition_cohorts.py
opensafely/dummy-data-workshop,2024-11-19T08:39:46Z,ehrql_dummy_data_london_adults.py,analysis/ehrql_dummy_data_london_adults.py,https://github.com/opensafely/dummy-data-workshop/blob/1bb88e02c51757c3904b053867394a3fb559e1d2/analysis/ehrql_dummy_data_london_adults.py,https://raw.githubusercontent.com/opensafely/dummy-data-workshop/1bb88e02c51757c3904b053867394a3fb559e1d2/analysis/ehrql_dummy_data_london_adults.py
opensafely/asthma_sro,2022-02-07T12:00:24Z,ehrql_define_dataset_table.py,analysis/ehrQL_code/ehrql_define_dataset_table.py,https://github.com/opensafely/asthma_sro/blob/d75f6bef3b9992c2a5ee94efb6feb4e98b1a11c2/analysis/ehrQL_code/ehrql_define_dataset_table.py,https://raw.githubusercontent.com/opensafely/asthma_sro/d75f6bef3b9992c2a5ee94efb6feb4e98b1a11c2/analysis/ehrQL_code/ehrql_define_dataset_table.py
opensafely/pincer-measures,2021-08-06T08:45:07Z,codelists.py,analysis/ehrQL/codelists.py,https://github.com/opensafely/pincer-measures/blob/2e1589432d5ae2a9ac7d9b3bfecaae7db909776e/analysis/ehrQL/codelists.py,https://raw.githubusercontent.com/opensafely/pincer-measures/2e1589432d5ae2a9ac7d9b3bfecaae7db909776e/analysis/ehrQL/codelists.py
opensafely/inflammatory_rheum,2025-05-16T15:06:21Z,codelists_ehrQL.py,analysis/codelists_ehrQL.py,https://github.com/opensafely/inflammatory_rheum/blob/a1d541f336f238b383aa38b63ff189c4976ec47f/analysis/codelists_ehrQL.py,https://raw.githubusercontent.com/opensafely/inflammatory_rheum/a1d541f336f238b383aa38b63ff189c4976ec47f/analysis/codelists_ehrQL.py
opensafely/opioids-covid-research,2022-07-22T12:47:21Z,measures_overall.py,analysis/measures_overall.py,https://github.com/opensafely/opioids-covid-research/blob/0e45b0d3cfc0a4ccb418fd9ce63ffdf79ca41a99/analysis/measures_overall.py,https://raw.githubusercontent.com/opensafely/opioids-covid-research/0e45b0d3cfc0a4ccb418fd9ce63ffdf79ca41a99/analysis/measures_overall.py
opensafely/cis-pop-validation-ehrql,2022-09-29T15:19:10Z,dataset_definition.py,analysis/dataset_definition.py,https://github.com/opensafely/cis-pop-validation-ehrql/blob/cce4f0bfaffa5370b00f847fbcfe742c7a13aeeb/analysis/dataset_definition.py,https://raw.githubusercontent.com/opensafely/cis-pop-validation-ehrql/cce4f0bfaffa5370b00f847fbcfe742c7a13aeeb/analysis/dataset_definition.py
opensafely/qof-diabetes,2022-12-05T16:43:20Z,variable_lib_helper.py,analysis/variable_lib_helper.py,https://github.com/opensafely/qof-diabetes/blob/c2293619c2971493b11dfdc3e47c5978ffb44b4f/analysis/variable_lib_helper.py,https://raw.githubusercontent.com/opensafely/qof-diabetes/c2293619c2971493b11dfdc3e47c5978ffb44b4f/analysis/variable_lib_helper.py
opensafely/ADHD-Pre-and-Post-Covid,2024-06-20T14:23:14Z,variables_library.py,analysis/variables_library.py,https://github.com/opensafely/ADHD-Pre-and-Post-Covid/blob/f6c30f08a988863e844a7a0150baff237e402c81/analysis/variables_library.py,https://raw.githubusercontent.com/opensafely/ADHD-Pre-and-Post-Covid/f6c30f08a988863e844a7a0150baff237e402c81/analysis/variables_library.py
opensafely/disparities-comparison,2024-02-01T15:50:22Z,dataset_definition_household.py,analysis/dataset_definition_household.py,https://github.com/opensafely/disparities-comparison/blob/81ef5e65825759ea813fbfcb43c113a5f1793d93/analysis/dataset_definition_household.py,https://raw.githubusercontent.com/opensafely/disparities-comparison/81ef5e65825759ea813fbfcb43c113a5f1793d93/analysis/dataset_definition_household.py
opensafely/dummy-data-workshop,2024-11-19T08:39:46Z,ehrql_dummy_data_hospitalised_deaths.py,analysis/exercises/ehrql_dummy_data_hospitalised_deaths.py,https://github.com/opensafely/dummy-data-workshop/blob/1bb88e02c51757c3904b053867394a3fb559e1d2/analysis/exercises/ehrql_dummy_data_hospitalised_deaths.py,https://raw.githubusercontent.com/opensafely/dummy-data-workshop/1bb88e02c51757c3904b053867394a3fb559e1d2/analysis/exercises/ehrql_dummy_data_hospitalised_deaths.py
opensafely/openprompt-cohort-profile,2023-09-08T11:24:36Z,extract_tpp_demographics.py,analysis/extract_tpp_demographics.py,https://github.com/opensafely/openprompt-cohort-profile/blob/90d44ee26d30cd6c20b040721149719623c787be/analysis/extract_tpp_demographics.py,https://raw.githubusercontent.com/opensafely/openprompt-cohort-profile/90d44ee26d30cd6c20b040721149719623c787be/analysis/extract_tpp_demographics.py
opensafely/mainroute_cancer,2022-02-16T19:44:57Z,measures_demo_imd.py,analysis/measures_demo_imd.py,https://github.com/opensafely/mainroute_cancer/blob/750f9804609c613eff525a31b356582960078508/analysis/measures_demo_imd.py,https://raw.githubusercontent.com/opensafely/mainroute_cancer/750f9804609c613eff525a31b356582960078508/analysis/measures_demo_imd.py
opensafely/reusable-variables,2024-12-10T13:50:14Z,vaccine_variables.py,analysis/vaccine-history/vaccine_variables.py,https://github.com/opensafely/reusable-variables/blob/dd18d9c3889c8424852912c769935c919471a9d9/analysis/vaccine-history/vaccine_variables.py,https://raw.githubusercontent.com/opensafely/reusable-variables/dd18d9c3889c8424852912c769935c919471a9d9/analysis/vaccine-history/vaccine_variables.py
opensafely/dataset-definition-testing-examples,2025-06-30T13:07:54Z,make_dataset_2024_parachute.py,example-003-parameterised/make_dataset_2024_parachute.py,https://github.com/opensafely/dataset-definition-testing-examples/blob/88cdea8ae88c08f9ce9b4f112a8603277440f635/example-003-parameterised/make_dataset_2024_parachute.py,https://raw.githubusercontent.com/opensafely/dataset-definition-testing-examples/88cdea8ae88c08f9ce9b4f112a8603277440f635/example-003-parameterised/make_dataset_2024_parachute.py
opensafely/vaccine-counts,2023-02-06T16:14:11Z,dataset_definition_fixed.py,analysis/dataset_definition_fixed.py,https://github.com/opensafely/vaccine-counts/blob/ebbb74c95f5589977a9284dd156ad5e4be11e64c/analysis/dataset_definition_fixed.py,https://raw.githubusercontent.com/opensafely/vaccine-counts/ebbb74c95f5589977a9284dd156ad5e4be11e64c/analysis/dataset_definition_fixed.py
opensafely/post-covid-renal,2023-05-02T12:47:56Z,dataset_definition_vax.py,analysis/dataset_definition/dataset_definition_vax.py,https://github.com/opensafely/post-covid-renal/blob/2c638718c6868554ed4d7c2ad2bcd3f631ff3f7b/analysis/dataset_definition/dataset_definition_vax.py,https://raw.githubusercontent.com/opensafely/post-covid-renal/2c638718c6868554ed4d7c2ad2bcd3f631ff3f7b/analysis/dataset_definition/dataset_definition_vax.py
opensafely/openprompt-vaccine-long-covid,2022-11-03T16:33:24Z,dataset_definition_cases.py,analysis/dataset_definition_cases.py,https://github.com/opensafely/openprompt-vaccine-long-covid/blob/8ff300a62cbaeb704c10c7aa7830aa1b6438236c/analysis/dataset_definition_cases.py,https://raw.githubusercontent.com/opensafely/openprompt-vaccine-long-covid/8ff300a62cbaeb704c10c7aa7830aa1b6438236c/analysis/dataset_definition_cases.py
opensafely/qof,2024-07-24T11:48:17Z,dm_reg_dataset_jaidip_gill.py,analysis/dm_reg_dataset_jaidip_gill.py,https://github.com/opensafely/qof/blob/31598bb54fddfb644f9093615154e918c80a8a63/analysis/dm_reg_dataset_jaidip_gill.py,https://raw.githubusercontent.com/opensafely/qof/31598bb54fddfb644f9093615154e918c80a8a63/analysis/dm_reg_dataset_jaidip_gill.py
opensafely/post-covid-cvd-methods,2023-10-10T13:36:55Z,codelists.py,analysis/dataset_definition/codelists.py,https://github.com/opensafely/post-covid-cvd-methods/blob/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/codelists.py,https://raw.githubusercontent.com/opensafely/post-covid-cvd-methods/8d5ea397d42d5c1a8a85a175d2c57c685195ee1e/analysis/dataset_definition/codelists.py
opensafely/metformin_covid,2024-09-25T17:11:10Z,dataset_definition_landmark.py,analysis/superseded/dataset_definition_landmark.py,https://github.com/opensafely/metformin_covid/blob/67d3afdcc15e601e5b3d8d6083a5f6aadf9d9b09/analysis/superseded/dataset_definition_landmark.py,https://raw.githubusercontent.com/opensafely/metformin_covid/67d3afdcc15e601e5b3d8d6083a5f6aadf9d9b09/analysis/superseded/dataset_definition_landmark.py
opensafely/waiting-list,2023-10-12T10:35:59Z,dataset_definition_full.py,analysis/dataset_definition_full.py,https://github.com/opensafely/waiting-list/blob/bd7aa099088922054ad13f9059686e6c6848716b/analysis/dataset_definition_full.py,https://raw.githubusercontent.com/opensafely/waiting-list/bd7aa099088922054ad13f9059686e6c6848716b/analysis/dataset_definition_full.py
opensafely/open-pathology,2024-12-06T13:03:33Z,measure_definition.py,analysis/measure_definition.py,https://github.com/opensafely/open-pathology/blob/6ae0b56d3548aaf947ce980212c1089ad5d0b181/analysis/measure_definition.py,https://raw.githubusercontent.com/opensafely/open-pathology/6ae0b56d3548aaf947ce980212c1089ad5d0b181/analysis/measure_definition.py
